id, journal, dates, title, author, citation
"40919","Marketing Science","2006, Volume 25, Issue 6","Marketing Structural Models:???_Keep It Real-??_","Michael J. Mazzeo","11"
"40983","Marketing Science","2005, Volume 24, Issue 3","The Targeting of Advertising","Ganesh Iyer & David Soberman & J. Miguel Villas-Boas","451"
"40998","Marketing Science","2005, Volume 24, Issue 1","Growth and Evolution","John R. Hauser & Greg Allenby & Frederic H. Murphy & Jagmohan Raju & Richard Staelin & Joel Steckel","0"
"40999","Marketing Science","2005, Volume 24, Issue 1","Competitive Responsiveness","David J. Reibstein & Dick R. Wittink","35"
"41006","Marketing Science","2005, Volume 24, Issue 1","Time-Varying Competition","K. Sudhir & Pradeep K. Chintagunta & Vrinda Kadiyali","40"
"41078","Marketing Science","2002, Volume 21, Issue 4","Positioning of Store Brands","Serdar Sayman & Stephen J. Hoch & Jagmohan S. Raju","459"
"41080","Marketing Science","2002, Volume 21, Issue 4","Referral Infomediaries","Yuxin Chen & Ganesh Iyer & V. Padmanabhan","145"
"41091","Marketing Science","2002, Volume 21, Issue 2","Pricing Access Services","Skander Essegaier & Sunil Gupta & Z. John Zhang","125"
"41102","Marketing Science","2001, Volume 20, Issue 4","2001: A Marketing Odyssey","Joel H. Steckel & Ed Brody","9"
"41105","Marketing Science","2001, Volume 20, Issue 4","Founding","Donald G. Morrison","208"
"41121","Marketing Science","2001, Volume 20, Issue 2","Delegating Pricing Decisions","Pradeep Bhardwaj","130"
"41141","Marketing Science","2000, Volume 19, Issue 2","Collaborating to Compete","Wilfred Amaldoss & Robert J. Meyer & Jagmohan S. Raju & Amnon Rapoport","181"
"41151","Marketing Science","1999, Volume 18, Issue 4","The Quality Double Whammy","William Boulding & Ajay Kalra & Richard Staelin","5614"
"41154","Marketing Science","1999, Volume 18, Issue 4","The Variety of an Assortment","Stephen J. Hoch & Eric T. Bradlow & Brian Wansink","535"
"41183","Marketing Science","1998, Volume 17, Issue 4","Consumption Self-Control","Rationing Purchase Quantities of Virtue & Vice by Klaus Wertenbroch","730"
"41198","Marketing Science","1998, Volume 17, Issue 2","The Role of Sale Signs","Eric T. anderson & Duncan I. Simester","95"
"41213","Marketing Science","1997, Volume 16, Issue 3","Side Payments in Marketing","John R. Hauser & Duncan I. Simester & Birger Wernerfelt","161"
"41249","Marketing Science","1995, Volume 14, Issue 4","Competitive Coupon Targeting","Greg Shaffer & Z. John Zhang","334"
"41254","Marketing Science","1995, Volume 14, Issue 3_supplement","Good Empirical Generalizations","Patrick Barwise","157"
"41263","Marketing Science","1995, Volume 14, Issue 3_supplement","How Promotions Work","Robert C. Blattberg & Richard Briesch & Edward J. Fox","909"
"41274","Marketing Science","1995, Volume 14, Issue 2","The Forecasters Dilemma","Chaim M. Ehrman & Steven M. Shugan","27"
"41298","Marketing Science","1994, Volume 13, Issue 2","Competition to Retain Customers","A. M. McGahan & Pankaj Ghemawat","112"
"41299","Marketing Science","1994, Volume 13, Issue 2","Signaling Quality","Selling Through a Reputable Retailer: An Example of Renting the Reputation of Another Agent by Wujin Chu & Woosik Chu","262"
"41301","Marketing Science","1994, Volume 13, Issue 1","Gaining More","Stocking Less: A Competitive Analysis of Product Availability by Subramanian Balachander & Peter H. Farquhar","217"
"41322","Oxford Economic Paper","2014, Volume 66, Issue 3","Bait contracts","Marie-Louise Vier","10"
"41394","Oxford Economic Paper","2013, Volume 65, Issue 1","Preferences over social risk","Glenn W. Harrison & Morten I. Lau & E. Elisabet Rutstrm & Marcela Tarazona-Gmez","82"
"41403","Oxford Economic Paper","2012, Volume 64, Issue 4","Efficiency wages and bargaining","Frank Walsh","7"
"41463","Oxford Economic Paper","2011, Volume 63, Issue 1","Pareto-improving inefficiency","Arup Bose & Debashis Pal & David E.M. Sappington","4"
"41470","Oxford Economic Paper","2010, Volume 62, Issue 4","Examining the gender wealth gap","Eva M. Sierminska & Joachim R. Frick & Markus M. Grabka","84"
"41519","Oxford Economic Paper","2009, Volume 61, Issue 4","An inaugural conjecture","Murray C. Kemp","0"
"41529","Oxford Economic Paper","2009, Volume 61, Issue 2","Job security and job protection","andrew Clark & Fabien Postel-Vinay","369"
"41563","Oxford Economic Paper","2008, Volume 60, Issue 2","Longer life, higher welfare?","Michael Grimm & Kenneth Harttgen","9"
"41594","Oxford Economic Paper","2007, Volume 59, Issue 3","Common currencies and FDI flows","Stefano Schiavo","80"
"41595","Oxford Economic Paper","2007, Volume 59, Issue 2","The Euro and world inflation","George Selgin & David VanHoose","1"
"41614","Oxford Economic Paper","2006, Volume 58, Issue 4","Famines without shortages","Nigar Hashimzade","2"
"41626","Oxford Economic Paper","2006, Volume 58, Issue 2","Managing asymmetric conflict","J. Paul Dunne & Mara D.C. Garca-Alonso & Paul Levine & Ron P. Smith","31"
"41663","Oxford Economic Paper","2005, Volume 57, Issue 2","Harrod and interwar economics","Nicholas H. Dimsdale","2"
"41681","Oxford Economic Paper","2004, Volume 56, Issue 4","Process and product RandD","a multiproduct monopolist by Ping Lin","1945"
"41688","Oxford Economic Paper","2004, Volume 56, Issue 3","Uncertainty and monetary policy","Sheila C. Dow","65"
"41699","Oxford Economic Paper","2004, Volume 56, Issue 1","The European business cycle","Mike Artis & Hans-Martin Krolzig & Juan Toro","422"
"41743","Oxford Economic Paper","2002, Volume 54, Issue 4","Insecure old-age security","Mohamed Jellal & Francois-Charles Wolff","30"
"41755","Oxford Economic Paper","2002, Volume 54, Issue 3","Job search methods and outcomes","John T. Addison & Pedro Portugal","307"
"41813","Oxford Economic Paper","2000, Volume 52, Issue 4","A Wage Curve for Australia?","Kennedy, Steven & Borland, Jeff","69"
"41814","Oxford Economic Paper","2000, Volume 52, Issue 3","Are UK Companies Prices Sticky?","Hall, Simon & Walsh, Mark & Yates, Anthony","195"
"41835","Oxford Economic Paper","2000, Volume 52, Issue 1","Unemployment Persistence","Arulampalam, Wiji & Booth, Alison L & Taylor, Mark P","525"
"41843","Oxford Economic Paper","2000, Volume 52, Issue 1","Unemployment Dynamics in the UK","Henry, Brian & Nixon, James","18"
"41845","Oxford Economic Paper","1999, Volume 51, Issue 4","Where Do Migrants Go?","Daveri, Francesco & Faini, Riccardo","99"
"41854","Oxford Economic Paper","1999, Volume 51, Issue 3","Interest-Bearing Currency","Whittaker, John","1"
"41860","Oxford Economic Paper","1999, Volume 51, Issue 2","Kleptocracy and Revolutions","Grossman, Herschel I","394"
"41862","Oxford Economic Paper","1999, Volume 51, Issue 2","Attainment in Secondary School","Feinstein, Leon & Symons, James","419"
"41866","Oxford Economic Paper","1999, Volume 51, Issue 2","Do Quits Cause Under-Training?","Booth, Alison L & Zoega, Gylfi","59"
"41882","Oxford Economic Paper","1998, Volume 50, Issue 4","On Economic Causes of Civil War","Collier, Paul & Hoeffler, Anke","3030"
"41927","Oxford Economic Paper","1997, Volume 49, Issue 4","Sheepskin Effects","Cohort: Implications of Job Matching in a Signaling Model by Belman, Dale & Heywood, John S","126"
"41945","Oxford Economic Paper","1997, Volume 49, Issue 2","The Demand for Training","the Unemployed: Israel 1989-91 by Beenstock, Michael","5"
"41961","Oxford Economic Paper","1996, Volume 48, Issue 4","Unemployment and Consumption","Malley, James R & Moutos, Thomas","50"
"41962","Oxford Economic Paper","1996, Volume 48, Issue 4","Costly Verification and Banking","Dowd, Kevin","8"
"41970","Oxford Economic Paper","1996, Volume 48, Issue 3","Was Japanese Growth Export-Led?","Boltho, andrea","110"
"42008","Oxford Economic Paper","1995, Volume 47, Issue 3","Efficient Over-manning","de la Croix, David & Toulemonde, Eric","3"
"42009","Oxford Economic Paper","1995, Volume 47, Issue 3","Discounting and Safety","Jones-Lee, Michael W & Loomes, Graham","19"
"42023","Oxford Economic Paper","1995, Volume 47, Issue 1","Concepts of Competition","Vickers, John","43"
"42039","Oxford Economic Paper","1994, Volume 46, Issue 4","Apprenticeships and Job Tenure","Booth, Alison L & Satchell, Stephen E","84"
"42045","Oxford Economic Paper","1994, Volume 46, Issue 3","Are Wages Forward Looking?","Moghadam, Reza & Wren-Lewis, Simon","23"
"42076","Oxford Economic Paper","1994, Volume 46, Issue 0","On Ecological Dumping","Rauscher, Michael","357"
"42100","Rand Journal of Economics","2014, Volume 45, Issue 2","Conversation with secrets","Bernhard Ganglmair & Emanuele Tarantino","12"
"42116","Rand Journal of Economics","2013, Volume 44, Issue 4","A model of flops","Patrick Hummel & John Morgan & Phillip C. Stocken","3"
"42120","Rand Journal of Economics","2013, Volume 44, Issue 4","Contracts offered","bureaucrats by Fahad Khalil & Doyoung Kim & Jacques Lawarre","-1"
"42125","Rand Journal of Economics","2013, Volume 44, Issue 3","Inefficient sales delays","a durable-good monopoly facing a finite number of buyers by Joo Montez","7"
"42138","Rand Journal of Economics","2013, Volume 44, Issue 2","Days on market and home sales","Catherine Tucker & Juanjuan Zhang & Ting Zhu","30"
"42160","Rand Journal of Economics","2012, Volume 43, Issue 3","Colluding through suppliers","Salvatore Piccolo & Jeanine Mikls-Thal","40"
"42178","Rand Journal of Economics","2012, Volume 43, Issue 1","The effect of learning","hiring on productivity by Pierpaolo Parrotta & Dario Pozzoli","76"
"42181","Rand Journal of Economics","2011, Volume 42, Issue 4","Sequential location games","Simon Loertscher & Gerd Muehlheusser","24"
"42196","Rand Journal of Economics","2011, Volume 42, Issue 2","Advertising, the matchmaker","Bharat N. Anand & Ron Shachar","124"
"42197","Rand Journal of Economics","2011, Volume 42, Issue 2","Dynamic regulation of quality","Stphane Auray & Thomas Mariotti & Fabien Moizeau","11"
"42203","Rand Journal of Economics","2011, Volume 42, Issue 2","Paying for observable luck","Fabio Feriozzi","15"
"42245","Rand Journal of Economics","2010, Volume 41, Issue 1","Experts and quacks","Jeremy A. Sandford","8"
"42251","Rand Journal of Economics","2009, Volume 40, Issue 4","Information congestion","Simon P. anderson & andr de Palma","216"
"42253","Rand Journal of Economics","2009, Volume 40, Issue 4","Competition among contests","Ghazala Azmat & Marc Mller","716"
"42262","Rand Journal of Economics","2009, Volume 40, Issue 2","Prominence and consumer search","Mark Armstrong & John Vickers & Jidong Zhou","226"
"42263","Rand Journal of Economics","2009, Volume 40, Issue 2","The ownership of ratings","Antoine Faure-Grimaud & Eloc Peyrache & Luca Quesada","108"
"42281","Rand Journal of Economics","2008, Volume 39, Issue 4","Strategic judgment proofing","Yeon-Koo Che & Kathryn E. Spier","20"
"42284","Rand Journal of Economics","2008, Volume 39, Issue 4","Production targets","Guillermo Caruana & Liran Einav","14"
"42286","Rand Journal of Economics","2008, Volume 39, Issue 4","Price-increasing competition","Yongmin Chen & Michael H. Riordan","149"
"42289","Rand Journal of Economics","2008, Volume 39, Issue 4","Entrepreneurs and new ideas","Bruno Biais & Enrico Perotti","102"
"42292","Rand Journal of Economics","2008, Volume 39, Issue 3","Delegation and incentives","Helmut Bester & Daniel Krhmer","81"
"42306","Rand Journal of Economics","2008, Volume 39, Issue 2","Optimal rewards in contests","Chen Cohen & Todd R. Kaplan & Aner Sela","54"
"42307","Rand Journal of Economics","2008, Volume 39, Issue 2","Durable goods and conformity","Christopher L. House & Emre Ozdenoren","24"
"42310","Rand Journal of Economics","2008, Volume 39, Issue 2","Learning","bidding by Tanjim Hossain","69"
"42319","Rand Journal of Economics","2008, Volume 39, Issue 1","Properties of scoring auctions","John Asker & Estelle Cantillon","332"
"42330","Rand Journal of Economics","2008, Volume 39, Issue 1","Status and incentives","Emmanuelle Auriol & Rgis Renault","-1"
"42331","Rand Journal of Economics","2007, Volume 38, Issue 4","The price of advice","Pter Es? & Balzs Szentes","7"
"42334","Rand Journal of Economics","2007, Volume 38, Issue 4","Influence through ignorance","Isabelle Brocas & Juan D. Carrillo","100"
"42341","Rand Journal of Economics","2007, Volume 38, Issue 4","Relational delegation","Ricardo Alonso & Niko Matouschek","113"
"42353","Rand Journal of Economics","2007, Volume 38, Issue 3","Making a difference","Patrick Francois","10"
"42361","Rand Journal of Economics","2007, Volume 38, Issue 2","Long-run price competition","Prajit Dutta & Alexander Matros & Jrgen W. Weibull","13"
"42377","Rand Journal of Economics","2007, Volume 38, Issue 1","Secrecy versus patenting","Klaus Kultti & Tuomas Takalo & Juuso Toikka","100"
"42382","Rand Journal of Economics","2007, Volume 38, Issue 1","Ordered search","Maria Arbatskaya","152"
"42393","Rand Journal of Economics","2006, Volume 37, Issue 4","Retail electricity competition","Paul Joskow & Jean Tirole","195"
"42400","Rand Journal of Economics","2006, Volume 37, Issue 4","To bundle or not to bundle","Hanming Fang & Peter Norman","142"
"42407","Rand Journal of Economics","2006, Volume 37, Issue 3","Sales and consumer inventory","Igal Hendel & Aviv Nevo","212"
"42409","Rand Journal of Economics","2006, Volume 37, Issue 3","Multiproduct Cournot oligopoly","Justin P. Johnson & David P. Myatt","80"
"42422","Rand Journal of Economics","2006, Volume 37, Issue 2","Reputation and turnover","Rafael Rob & Tadashi Sekiguchi","24"
"42423","Rand Journal of Economics","2006, Volume 37, Issue 2","Monopoly with resale","Giacomo Calzolari & Alessandro Pavan","105"
"42428","Rand Journal of Economics","2006, Volume 37, Issue 2","Pric?????matching guarantees","Sridhar Moorthy & Ralph A. Winter","102"
"42437","Rand Journal of Economics","2006, Volume 37, Issue 1","Cooperative investments induced","contract law by Urs Schweizer","51"
"42438","Rand Journal of Economics","2006, Volume 37, Issue 1","Aggressive leaders","Federico Etro","120"
"42439","Rand Journal of Economics","2006, Volume 37, Issue 1","Reputational cheap talk","Marco Ottaviani & Peter Norman Srensen","274"
"42448","Rand Journal of Economics","2005, Volume 36, Issue 4","Financing Auction Bids","Matthew Rhodes-Kropf & S. Viswanathan","72"
"42466","Rand Journal of Economics","2005, Volume 36, Issue 3","Mergers Under Entry","Martin Pesendorfer","78"
"42471","Rand Journal of Economics","2005, Volume 36, Issue 2","Careerist Judges","Gilat Levy","154"
"42479","Rand Journal of Economics","2005, Volume 36, Issue 2","Markets for Ownership","Joshua S. Gans","33"
"42521","Rand Journal of Economics","2004, Volume 35, Issue 2","Competition for Listings","Thierry Foucault & Christine A. Parlour","103"
"42522","Rand Journal of Economics","2004, Volume 35, Issue 2","Auditing and Property Rights","Elisabetta Iossa & Patrick Legros","38"
"42525","Rand Journal of Economics","2004, Volume 35, Issue 2","Health Service Gatekeepers","James M. Malcomson","38"
"42530","Rand Journal of Economics","2004, Volume 35, Issue 1","On the Receiver-Pays Principle","Doh-Shin Jeon & Jean-Jacques Laffont & Jean Tirole","211"
"42544","Rand Journal of Economics","2003, Volume 34, Issue 4","Competition among Hospitals","Gaynor, Martin & Vogt, William B","288"
"42546","Rand Journal of Economics","2003, Volume 34, Issue 3","Regulatory Inertia","Faure-Grimaud, Antoine & Martimort, David","84"
"42558","Rand Journal of Economics","2003, Volume 34, Issue 2","Leasing, Lemons, and Buybacks","Johnson, Justin P & Waldman, Michael","104"
"42604","Rand Journal of Economics","2002, Volume 33, Issue 1","Prices and the Winners Curse","Jeremy Bulow & Paul Klemperer","361"
"42605","Rand Journal of Economics","2002, Volume 33, Issue 1","Learning","Doing & Dynamic Regulation by Tracy R. Lewis & Huseyin Yildirim","44"
"42609","Rand Journal of Economics","2002, Volume 33, Issue 1","Rip-Off ATM Surcharges","Nadia Massoud & Dan Bernhardt","85"
"42612","Rand Journal of Economics","2002, Volume 33, Issue 1","The 1.5th Mover Advantage","Joachim Henkel","28"
"42614","Rand Journal of Economics","2001, Volume 32, Issue 4","On the Dynamics of Standards","Sobel, Joel","31"
"42618","Rand Journal of Economics","2001, Volume 32, Issue 4","RandD Networks","Goyal, Sanjeev & Moraga-Gonzalez, Jose Luis","455"
