ID, Journal, Date, Title,Author, Citation
31492,Journal of Industrial Economics,"2014, Volume 62, Issue 3",Product Line Rivalry and Firm Asymmetry,Zhihong Chen & Zhiqi Chen,1
38311,Journal of Risk & Uncertainty,"2007, Volume 35, Issue 1",Conspicuous conservatism in risk choice,Boaz Moselle & Franois Degeorge & Richard Zeckhauser,1
24757,Journal of Economic Behavior & Org,"1998, Volume 35, Issue 3","Skill, complexity and strategic behavior","Lambson, Val Eugene",1
46432,Scandinavian Journal of Economics,"2012, Volume 114, Issue 2",Screening and Signaling in Communication,Ascensin andina-Daz,1
25640,Journal of Economic Theory,"2012, Volume 147, Issue 2",On the stability of nonsunspot equilibria,"Balasko, Yves",1
26749,Journal of Economic Theory,"2002, Volume 102, Issue 2",Subgame Perfect Equilibria in Stage Games,"Manelli, Alejandro M.",1
41974,Oxford Economic Paper,"1996, Volume 48, Issue 3",Seniority Seating at the Royal Opera House,"Frank, Jeff & Smith, Eric",1
50799,Journal of Law & Economics,"Vol. 54, No. 4, November 2011",Coase and the New Zealand Spectrum Reforms,Charles L. Jackson,1
27383,Journal of Economic Theory,"1995, Volume 66, Issue 1",Continuous Strategy Games as Location Games,Knoblauch Vicki,1
23098,Journal of Economic Behavior & Org,"2012, Volume 83, Issue 2",Skill formation under incomplete information,"Weinschenk, Philipp",1
38714,Journal of the European Econ Assoc,"2014, Volume 12, Issue 3",Sales and Collusion In A Market With Storage,Francesco Nava & Pasquale Schiraldi,1
41722,Oxford Economic Paper,"2003, Volume 55, Issue 3",All-or-nothing verdict as a screening device,Mehmet Bac & Parimal Kanti Bag,1
24548,Journal of Economic Behavior & Org,"2000, Volume 43, Issue 3",International trade and internal organization,"Patel, Urjit R.",1
41667,Oxford Economic Paper,"2005, Volume 57, Issue 1",The Prisoners Dilemma and city-centre traffic,Mary Sissons Joshi & Vijay Joshi & Roger Lamb,1
46603,Scandinavian Journal of Economics,"2008, Volume 109, Issue 4",Testing and the Composition of the Labor Pool,Johnathan Boone & Joel Watson,1
23399,Journal of Economic Behavior & Org,"2010, Volume 76, Issue 2",Objectivism versus subjectivism: A market test,"Calcagno, Peter T. & Hall, Joshua C. & Lawson, Robert A.",1
23436,Journal of Economic Behavior & Org,"2010, Volume 75, Issue 2",Home production and endogenous economic growth,"Silver, Steven D. & Verbrugge, Randal",1
37957,Journal of Public Economics,"1996, Volume 60, Issue 2",Exclusion and moral hazard: A further analysis,"Fraser, Clive D.",1
41465,Oxford Economic Paper,"2011, Volume 63, Issue 1",Foreign direct investment and RandD-offshoring,Hans Gersbach & Armin Schmutzler,1
34696,Journal of Money Credit & Banking,"2004, Volume 36, Issue 6",Hyperinflationary Equilibria and Timing: A Note,"Carlstrom, Charles T & Fuerst, Timothy S",1
46325,Scandinavian Journal of Economics,"2014, Volume 116, Issue 3","Property Rights, Public Enforcement, and Growth",andreas Irmen & Johanna Kuehnel,1
34970,Journal of Money Credit & Banking,"1998, Volume 30, Issue 3",Can Tighter Money Now Mean Higher Inflation Now?,"Schulze, Henrik D",1
36119,Journal of Public Economics,"2014, Volume 118, Issue C",To own or not to own your life insurance policy?,"Joulfaian, David",1
36916,Journal of Public Economics,"2007, Volume 91, Issue 7-8",Optimum commodity taxation in pooling equilibria,"Sheshinski, Eytan",1
40751,Marketing Science,"2009, Volume 28, Issue 3",Wine Journalis?????Marketing or Consumers Guide?,?yvind Horverak,1
23068,Journal of Economic Behavior & Org,"2012, Volume 84, Issue 1",Up-or-out policies when a worker imitates another,"Glazer, Amihai",1
25515,Journal of Economic Theory,"2013, Volume 148, Issue 4",The number of active bidders in internet auctions,"de Haan, Laurens & de Vries, Casper G. & Zhou, Chen",1
43226,Review of Economic Dynamics,"2007, Volume 10, Issue 2","Technology Shocks, Non-stationary Hours and DSVAR",Martial Dupaigne & Patrick Feve & Julien Matheron,1
41447,Oxford Economic Paper,"2011, Volume 63, Issue 3",Monitoring subcontracting in a suppliers hierarchy,Michela Cella,1
23017,Journal of Economic Behavior & Org,"2012, Volume 84, Issue 3",Delegated portfolio management with career concerns,"Scotti, Massimo",1
36994,Journal of Public Economics,"2006, Volume 90, Issue 10-11",Bequests as signals: Implications for fiscal policy,"Severinov, Sergei",1
20309,Journal of Econometrics,"2014, Volume 182, Issue 1",Causal discourse in a game of incomplete information,"White, Halbert & Xu, Haiqing & Chalak, Karim",1
23096,Journal of Economic Behavior & Org,"2012, Volume 83, Issue 2",Footloose foreign firm and profitable domestic merger,"Beladi, Hamid & Mukherjee, Arijit",1
24818,Journal of Economic Behavior & Org,"1998, Volume 33, Issue 3-4",A dynamic equilibrium model of durable goods monopoly,"Shimomura, Koji",1
31260,Journal of Human Resources,"2000, Volume 35, Issue 1",Education Dem& & Age at School Enrollment in Tanzania,Antoine Bommier & Sylvie Lambert,1
38664,Journal of Risk & Uncertainty,"1994, Volume 9, Issue 1",On a Statistical Approach to Choice under Uncertainty,"Rotar, Vladimir I",1
47097,World Development,"2014, Volume 64, Issue C",Voter Response to Conservation Policies in Madagascar,"Moser, Christine M.",1
24162,Journal of Economic Behavior & Org,"2005, Volume 56, Issue 4",Endogenous rationality and distributions of competence,"Conlisk, John",1
41886,Oxford Economic Paper,"1998, Volume 50, Issue 4",Credibility and Monetary Policy in a Model with Growth,"Muscatelli, V Anton & Tirelli, Patrizio",1
20187,Journal of Development Economics,"1995, Volume 47, Issue 2",The political economy of price ceilings for necessities,"Huizinga, Harry",1
24218,Journal of Economic Behavior & Org,"2004, Volume 55, Issue 2",The efficiency wage hypothesis: a mesoeconomic analysis,"Cheng, Wenli & Xu, Haiyang",1
31072,Journal of Human Resources,"2005, Volume 40, Issue 2",Do Husb&s & Wives Pool Their Resources?:Further Evidence,Julie L. Hotchkiss,1
38261,Journal of Risk & Uncertainty,"2009, Volume 38, Issue 3",Reconciling support theory and the book-making principle,Enrico Diecidue & Dolchai La-ornual,1
37151,Journal of Public Economics,"2005, Volume 89, Issue 4",Cornell-ISPE Conference on Public Finance and Development,"Kanbur, Ravi & Keen, Michael",1
22279,Journal of Econometrics,"1997, Volume 77, Issue 2","Fellows opinion: Econometrics, data, and the world wide web","Barnett, William A.",1
31656,Journal of Industrial Economics,"2009, Volume 57, Issue 2",CREDIBLE RETALIATORY ENTRY and STRATEGIC TOE-HOLDS -super-*,Zhiqi Chen & Thomas W. Ross,1
21205,Journal of Econometrics,"2008, Volume 142, Issue 1",Symmetry-based inference in an instrumental variable setting,"Bekker, Paul A. & Lawford, Steve",1
32817,Journal of Monetary Economics,"2010, Volume 57, Issue 2",Perfectly competitive bilateral exchange without discounting,"Green, Edward J. & Zhou, Ruilin",1
42990,Review of Economic Dynamics,"2013, Volume 16, Issue 2","Heterogeneous Labor Skills, The Median Voter and Labor Taxes",Facundo Piguillem & anderson Schneider,1
20347,Journal of Econometrics,"2014, Volume 180, Issue 1",A score-test on measurement errors in rating transition times,"Vo?, Sebastian & Wei?bach, Rafael",1
20736,Journal of Econometrics,"2011, Volume 163, Issue 1",Factor structures for panel and multivariate time series data,"Palm, Franz C. & Urbain, Jean-Pierre",1
25066,Journal of Economic Behavior & Org,"1994, Volume 24, Issue 2",The beliefs of borrowers and lenders and investment decisions,"Smith, Todd",1
23517,Journal of Economic Behavior & Org,"2009, Volume 72, Issue 2",Borrowing constraints and complex dynamics in an OLG framework,"Assenza, Tiziana & Agliari, Anna & Delli Gatti, Domenico & Santoro, Emiliano",1
24213,Journal of Economic Behavior & Org,"2004, Volume 55, Issue 2",New classical versus neoclassical frameworks: a review of Yang,"Miller, S.M.",1
39742,Journal of Urban Economics,"2008, Volume 63, Issue 1",Voluntary contributions and local public goods in a federation,"Lee, Kangoh",1
21887,Journal of Econometrics,"2001, Volume 105, Issue 1",Forecasting and empirical methods in finance and macroeconomics,"Diebold, F. X. & West, Kenneth D.",1
25734,Journal of Economic Theory,"2011, Volume 146, Issue 3","Financial integration, entrepreneurial risk and global dynamics","Angeletos, George-Marios & Panousi, Vasia",1
40921,Marketing Science,"2006, Volume 25, Issue 6",Dynamic Structural Consumer Models and Current Marketing Issues,Baohong Sun,1
22665,Journal of Economic Behavior & Org,"2014, Volume 106, Issue C",The effects of exposure to hyperinflation on occupational choice,"de Mello, Joo M.P. & Waisman, Caio & Zilberman, Eduardo",1
34470,Journal of Money Credit & Banking,"2007, Volume 39, Issue s1","The Econometrics of Price Determination, Thirty-Five Years Later",Stanley Fischer,1
41311,Oxford Economic Paper,"2014, Volume 66, Issue 4",The effect of private versus public ownership on labour earnings,Paulo Bastos & Natlia P. Monteiro & Odd Rune Straume,1
44014,Review of Economics & Statistics,"2009, Volume 91, Issue 4",Estimating Price Elasticities with Nonlinear Errors in Variables,Aprajit Mahajan,1
46509,Scandinavian Journal of Economics,"2010, Volume 112, Issue 2",Where Should the Elderly Live and Who Should Pay for Their Care?,Thomas Aronsson & Sren Blomquist & Luca Micheletto,1
21030,Journal of Econometrics,"2009, Volume 150, Issue 2",The role of beliefs in inference for rational expectations models,"Lehmann, Bruce N.",1
22043,Journal of Econometrics,"2000, Volume 94, Issue 1-2",Econometric methods for derivative securities and risk management,"Garcia, R. & Ghysels, E. & Renault, E.",1
22152,Journal of Econometrics,"1998, Volume 86, Issue 2",Uniform laws of large numbers and stochastic Lipschitz-continuity,"de Jong, Robert M.",1
25446,Journal of Economic Theory,"2014, Volume 150, Issue C",A correspondence principle for cooperative differential equations,"Kwong, Kai-Sun",1
46924,Scandinavian Journal of Economics,"1998, Volume 100, Issue 3",Distributing the Benefits from the Commons: A Square-Root Formula,"Silvestre, Joaquim",1
22892,Journal of Economic Behavior & Org,"2013, Volume 92, Issue C",Eating dogfood: Examining the relative roles of reason and emotion,"Schulze, William & Maertens, Annemie & Wansink, Brian",1
22933,Journal of Economic Behavior & Org,"2013, Volume 90, Issue C",Tax structure and government expenditures with tax equity concerns,"Koenig, Tobias & Wagener, andreas",1
23262,Journal of Economic Behavior & Org,"2011, Volume 80, Issue 1","Ambiguity, social opinion and the use of common property resources","Diamantaras, Dimitrios & Gilles, Robert P.",1
41528,Oxford Economic Paper,"2009, Volume 61, Issue 3",On welfare reducing technological change in a North-South framework,Hassan Benchekroun & Sharmila Vishwasrao,1
42974,Review of Economic Dynamics,"2013, Volume 16, Issue 3",Optimal Asset Taxes in Financial Markets with Aggregate Uncertainty,Florian Scheuer,1
43306,Review of Economic Dynamics,"2005, Volume 8, Issue 1",Keynesian Conundrum: Multiplicity and Time Consistent Stabilization,Bill Dupor,1
52923,Quarterly Journal of Economics,Volume 109?Issue 2?May 1994,Small Deviations from Maximizing Behavior in a Simple Dynamic Model,Asher Wolinsky,1
52950,Quarterly Journal of Economics,Volume 109?Issue 1?February 1994,Small Deviations from Maximizing Behavior in a Simple Dynamic Model,Asher Wolinsky,1
25091,Journal of Economic Behavior & Org,"1994, Volume 23, Issue 1","Cooperative income allocation in a multi-output, multi-input setting","Buccola, Steven T. & Stokstad, Grete S.",1
32092,"Journal of Law, Economics & Organization","2013, Volume 29, Issue 4",Contract Enforcement: A Political Economy Model of Legal Development,Fali Huang,1
20925,Journal of Econometrics,"2010, Volume 156, Issue 1","Structural models of optimization behavior in labor, aging and health","Gilleskie, Donna B. & Khwaja, Ahmed",1
24551,Journal of Economic Behavior & Org,"2000, Volume 43, Issue 3",Indenture: an institution for a credible commitment without extortion,"Kritikos, Alexander S.",1
36859,Journal of Public Economics,"2008, Volume 92, Issue 1-2","Education, preferences for leisure and the optimal income tax schedule","da Costa, Carlos E. & Severo, Tiago",1
41346,Oxford Economic Paper,"2014, Volume 66, Issue 1",A fair wage model of unemployment with inertia in fairness perceptions,George Chouliarakis & Mnica Correa-Lpez,1
20406,Journal of Econometrics,"2014, Volume 178, Issue P1",Model specification test with correlated but not cointegrated variables,"Gan, Li & Hsiao, Cheng & Xu, Shu",1
27135,Journal of Economic Theory,"1997, Volume 76, Issue 1",On the Convergence of Beliefs within Populations in Games with Learning,"Anthonisen, Niels",1
43258,Review of Economic Dynamics,"2006, Volume 9, Issue 2",Two-Speed Evolution with Pre-Play Communication and Limited Flexibility,Kenichi Amaya,1
43363,Review of Economic Dynamics,"2003, Volume 6, Issue 4","Capital Trading, Stock Trading, and the Inflation Tax on Equity: A Note",Scott Baier & Charles T. Carlstrom & Ralph Chami & Thomas Cosimano & Timothy Fuerst & Connel Fullenkamp,1
25381,Journal of Economic Theory,"2014, Volume 154, Issue C",Ordients: Optimization and comparative statics without utility functions,"Renou, Ludovic & Schlag, Karl H.",1
38358,Journal of Risk & Uncertainty,"2005, Volume 31, Issue 2",How Many Balance Functions Does it Take to Determine a Utility Function?,John Pratt,1
23979,Journal of Economic Behavior & Org,"2007, Volume 62, Issue 4",On the incentives to increase input efficiency under monopoly trade unions,"Biswas, Tapan & McHardy, Jolian",1
39095,Journal of the European Econ Assoc,"2007, Volume 5, Issue 2-3",How Does the Allocation of Credit Select between Boundedly Rational Firms?,Gilles Saint-Paul,1
43085,Review of Economic Dynamics,"2010, Volume 13, Issue 4",Existence of a continuum of equilibria in a monetary random-matching model,Hideko Ishihara,1
22908,Journal of Economic Behavior & Org,"2013, Volume 91, Issue C",Comment on: A new test for chaos and determinism based on symbolic dynamics,"Elsinger, Helmut",1
24185,Journal of Economic Behavior & Org,"2005, Volume 56, Issue 2","Experimentation, full revelation, and the monotone likelihood ratio property","Rauh, Michael T. & Seccia, Giulio",1
